rule_id;parent;realName;ECA;myOperator;nextOperator;readableValue;descriptiveName;author;ruleName;naturalLanguage;partialNaturalLanguage;Negation;Goal;User;Situation
412;currentweather;outdoorcondition;condition;equal;and;THUNDERSTORM;currentweather-outdoorcondition;student2021-11;Regola 4;If there is a storm outside and the television is on, turn off the television and turn off all the lights in the house;If there is a storm outside and ;;Safety;Generic;BadWeather
412;tv;state;condition;equal;rule;ON;tv-state;student2021-11;Regola 4;If there is a storm outside and the television is on, turn off the television and turn off all the lights in the house;the television is on, ;;Safety;Generic;BadWeather
412;devices;tv;action;OPERATOR;NEXTOPERATOR;OFF;devices-tv;student2021-11;Regola 4;If there is a storm outside and the television is on, turn off the television and turn off all the lights in the house;turn off the television and ;;Safety;Generic;BadWeather
412;home;alllight;action;OPERATOR;NEXTOPERATOR;OFF;home-alllight;student2021-11;Regola 4;If there is a storm outside and the television is on, turn off the television and turn off all the lights in the house;turn off all the lights in the house;;Safety;Generic;BadWeather
413;entrance;doorsensor;condition;equal;rule;CLOSE;entrance-doorsensor;student2021-11;Regola 2;If the main door is not closed between midnight and eight in the morning, set on the alarm and turn on the lights in the bedroom.;If the main door is not closed between midnight and eight in the morning, ;NOT WHEN;Security;Generic;Night
413;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;ALERT;alarms-notificationmode;student2021-11;Regola 2;If the main door is not closed between midnight and eight in the morning, set on the alarm and turn on the lights in the bedroom.;set on the alarm and ;;Security;Generic;Night
413;bedroom;changelightstate;action;OPERATOR;NEXTOPERATOR;ON;bedroom-changelightstate;student2021-11;Regola 2;If the main door is not closed between midnight and eight in the morning, set on the alarm and turn on the lights in the bedroom.;turn on the lights in the bedroom.;;Security;Generic;Night
414;relativeposition;typeofproximity;event;outside;NEXTOPERATOR;house;relativeposition-typeofproximity;student2021-11;Regola 5;When I am away from home and the heating system is on, turn off the heating system and send me a notification saying 'Heating off';When I am away from home and ;;EnergySaving;Generic;GoingOut
414;heating system;state;condition;equal;rule;ON;heating system-state;student2021-11;Regola 5;When I am away from home and the heating system is on, turn off the heating system and send me a notification saying 'Heating off';the heating system is on,;;EnergySaving;Generic;GoingOut
414;home;heating;action;OPERATOR;NEXTOPERATOR;OFF;home-heating;student2021-11;Regola 5;When I am away from home and the heating system is on, turn off the heating system and send me a notification saying 'Heating off'; turn off the heating system and ;;EnergySaving;Generic;GoingOut
414;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Heating off;reminders-reminders;student2021-11;Regola 5;When I am away from home and the heating system is on, turn off the heating system and send me a notification saying 'Heating off';send me a notification saying 'Heating off';;EnergySaving;Generic;GoingOut
415;wi fi;state;event;equal;rule;OFF;wi fi-state;student2021-12;Regola1;When the wifi goes out send me a message to warn me and to remind me to check the internet connection;When the wifi goes out ;;Organizing;Generic;Generic
415;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Wifi is off! Check the internet connection;reminders-reminders;student2021-12;Regola1;When the wifi goes out send me a message to warn me and to remind me to check the internet connection;send me a message to warn me and to remind me to check the internet connection;;Organizing;Generic;Generic
416;bedroom;gassensor;condition;equal;rule;TRUE;bedroom-gassensor;student2021-12;Regola 2;If the gas sensor in the bedroom is not active between 01:00 and 06:00, start the sirens and turn on the lights in the bedroom;If the gas sensor in the bedroom is not active between 01:00 and 06:00, ;NOT WHEN;Safety;Generic;Night
416;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;SIREN;alarms-notificationmode;student2021-12;Regola 2;If the gas sensor in the bedroom is not active between 01:00 and 06:00, start the sirens and turn on the lights in the bedroom;start the sirens and ;;Safety;Generic;Night
416;bedroom;changelightstate;action;OPERATOR;NEXTOPERATOR;ON;bedroom-changelightstate;student2021-12;Regola 2;If the gas sensor in the bedroom is not active between 01:00 and 06:00, start the sirens and turn on the lights in the bedroom;turn on the lights in the bedroom;;Safety;Generic;Night
417;bedroom;temperature;event;morethen;and;20;bedroom-temperature;student2021-12;Regola 3;When the temperature in the bedroom is greater than 20 °C, if it is not raining outside, open the windows in the bedroom;When the temperature in the bedroom is greater than 20 °C, ;;Wellbeing;Generic;Generic
417;currentweather;rain;condition;equal;rule;TRUE;currentweather-rain;student2021-12;Regola 3;When the temperature in the bedroom is greater than 20 °C, if it is not raining outside, open the windows in the bedroom;if it is not raining outside, ;NOT   ;Wellbeing;Generic;Generic
417;bedroom;window;action;OPERATOR;NEXTOPERATOR;OPEN;bedroom-window;student2021-12;Regola 3;When the temperature in the bedroom is greater than 20 °C, if it is not raining outside, open the windows in the bedroom;open the windows in the bedroom;;Wellbeing;Generic;Generic
418;datetime;localtime;condition;equal;and;21:00;datetime-localtime;student2021-12;Regola 4;If it's 9pm and the light in the living room is off, turn on the blue light and turn on the TV;If it's 9pm and ;;Comfort, Wellbeing;Generic;Generic
418;light;state;condition;equal;rule;OFF;light-state;student2021-12;Regola 4;If it's 9pm and the light in the living room is off, turn on the blue light and turn on the TV;the light in the living room is off,;;Comfort, Wellbeing;Generic;Generic
418;livingroom;hue color light living room;action;OPERATOR;NEXTOPERATOR;BLUE;livingroom-hue color light living room;student2021-12;Regola 4;If it's 9pm and the light in the living room is off, turn on the blue light and turn on the TV; turn on the blue light and ;;Comfort, Wellbeing;Generic;Generic
418;devices;tv;action;OPERATOR;NEXTOPERATOR;ON;devices-tv;student2021-12;Regola 4;If it's 9pm and the light in the living room is off, turn on the blue light and turn on the TV;turn on the TV;;Comfort, Wellbeing;Generic;Generic
419;test-user;outsideposition;event;equal;and;OFFICE;test-user-outsideposition;student2021-12;Regola 5;When the user is in the office, if the heating system in the house is on, turn off the heating and send a notification (2 times) to remind me to turn it on when I return;When the user is in the office, ;;EnergySaving;Generic;GoingOut,Working
419;heating system;state;condition;equal;rule;ON;heating system-state;student2021-12;Regola 5;When the user is in the office, if the heating system in the house is on, turn off the heating and send a notification (2 times) to remind me to turn it on when I return;if the heating system in the house is on, ;;EnergySaving;Generic;GoingOut,Working
419;home;heating;action;OPERATOR;NEXTOPERATOR;OFF;home-heating;student2021-12;Regola 5;When the user is in the office, if the heating system in the house is on, turn off the heating and send a notification (2 times) to remind me to turn it on when I return;turn off the heating and ;;EnergySaving;Generic;GoingOut,Working
419;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The heating system has been deactivated. Remember to activate it when you get home;reminders-reminders;student2021-12;Regola 5;When the user is in the office, if the heating system in the house is on, turn off the heating and send a notification (2 times) to remind me to turn it on when I return;send a notification (2 times) to remind me to turn it on when I return;;EnergySaving;Generic;GoingOut,Working
420;entrance;motion;condition;equal;and;TRUE;entrance-motion;student2021-13;regola4;when the front door is open and the motion sensor is active start alexa news and turn on the lights.;when the front door is open and ;;Generic;Generic;Generic
420;entrance;doorsensor;condition;equal;rule;OPEN;entrance-doorsensor;student2021-13;regola4;when the front door is open and the motion sensor is active start alexa news and turn on the lights.;the motion sensor is active ;;Generic;Generic;Generic
420;devices;alexa services;action;OPERATOR;NEXTOPERATOR;NEWS;devices-alexa services;student2021-13;regola4;when the front door is open and the motion sensor is active start alexa news and turn on the lights.;start alexa news and ;;Generic;Generic;Generic
420;entrance;changelightstate;action;OPERATOR;NEXTOPERATOR;ON;entrance-changelightstate;student2021-13;regola4;when the front door is open and the motion sensor is active start alexa news and turn on the lights.;turn on the lights.;;Generic;Generic;Generic
421;wi fi;state;condition;equal;rule;OFF;wi fi-state;student2021-13;regola1;when the wifi is off (it does not work) send a text message to the wifi provider with the text 'the wifi does not work'.;when the wifi is off (it does not work) ;;Organizing;Generic;Generic
421;reminders;reminders;action;OPERATOR;NEXTOPERATOR;the wifi isn't working;reminders-reminders;student2021-13;regola1;when the wifi is off (it does not work) send a text message to the wifi provider with the text 'the wifi does not work'.;send a text message to the wifi provider with the text 'the wifi does not work'.;;Organizing;Generic;Generic
422;livingroom;smokesensor;condition;equal;rule;TRUE;livingroom-smokesensor;student2021-13;regola2;when the smoke sensor is activated in the living room, call the fire brigade;when the smoke sensor is activated in the living room, ;;Safety;Generic;Generic
422;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;CALL_EMERGENCY;alarms-notificationmode;student2021-13;regola2;when the smoke sensor is activated in the living room, call the fire brigade;call the fire brigade;;Safety;Generic;Generic
423;entrance;lightlevel;event;equal;and;DAY_LIGHT;entrance-lightlevel;student2021-13;regola3;when there is daylight at the entrance and outside the temperature exceeds 15 degrees, turn off the lights and open the windows.;when there is daylight at the entrance and ;;EnergySaving,Wellbeing;Generic;GoodWeather
423;currentweather;outdoortemperature;condition;morethen;rule;15;currentweather-outdoortemperature;student2021-13;regola3;when there is daylight at the entrance and outside the temperature exceeds 15 degrees, turn off the lights and open the windows.;outside the temperature exceeds 15 degrees, ;;EnergySaving,Wellbeing;Generic;GoodWeather
