id;rule_id;xPath;parent;realName;ECA;operator;nextOperator;value;completeName;naturalLanguage;author;ruleName
1193;403;amazonAlexa/@routineName;devices;alexa services;action;OPERATOR;NEXTOPERATOR;invokeFunctions:startRoutine;devices-alexa services;If it's a day of the week and if it's 8am, turn on the bedroom lights and start the music with Alexa.;student2021-09;regola4
1194;404;XPATH;relativeposition;typeofproximity;event;outside;NEXTOPERATOR;house;relativeposition-typeofproximity;When I am out of the house and if the front door is open, it sends the notification 'The door is left open!' and close the door.;student2021-09;regola5
1195;404;technology/appliance/@door;entrance;doorsensor;condition;equal;rule;OPEN;entrance-doorsensor;When I am out of the house and if the front door is open, it sends the notification 'The door is left open!' and close the door.;student2021-09;regola5
1196;404;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The door is left open!;reminders-reminders;When I am out of the house and if the front door is open, it sends the notification 'The door is left open!' and close the door.;student2021-09;regola5
1197;404;applianceState/Corridor/door;entrance;door;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;entrance-door;When I am out of the house and if the front door is open, it sends the notification 'The door is left open!' and close the door.;student2021-09;regola5
1198;405;technology/device/@state;tv;state;condition;equal;rule;ON;tv-state;If the TV is on, send a notification to the user.;student2021-10;notifica tv
1199;405;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The TV is on;reminders-reminders;If the TV is on, send a notification to the user.;student2021-10;notifica tv
1200;406;environment/sensors/@temperature;bedroom;temperature;event;morethen;and;27;bedroom-temperature;When the bedroom temperature exceeds 27 degrees and the sensor detects that the windows are closed then open the windows;student2021-10;aprire finestra con il caldo
1201;406;environment/sensors/@windowSensor;bedroom;windowsensor;condition;equal;rule;CLOSE;bedroom-windowsensor;When the bedroom temperature exceeds 27 degrees and the sensor detects that the windows are closed then open the windows;student2021-10;aprire finestra con il caldo
1202;406;applianceState/Bedroom/window;bedroom;window;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;bedroom-window;When the bedroom temperature exceeds 27 degrees and the sensor detects that the windows are closed then open the windows;student2021-10;aprire finestra con il caldo
1203;407;environment/sensors/@motion;livingroom;motion;event;equal;and;VALUE;livingroom-motion;When the motion sensor in the living room, near the sofa, is activated and the lights in the same room are on, turn on the TV and change the color of the lights in the living room to yellow;student2021-10;tv e luci
1204;407;technology/light/@state;light;state;condition;equal;rule;ON;light-state;When the motion sensor in the living room, near the sofa, is activated and the lights in the same room are on, turn on the TV and change the color of the lights in the living room to yellow;student2021-10;tv e luci
1205;407;devices/tv/@state;devices;tv;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;devices-tv;When the motion sensor in the living room, near the sofa, is activated and the lights in the same room are on, turn on the TV and change the color of the lights in the living room to yellow;student2021-10;tv e luci
1206;407;applianceState/LivingRoom/lightColor;livingroom;hue color light living room;action;OPERATOR;NEXTOPERATOR;update:lightColor;livingroom-hue color light living room;When the motion sensor in the living room, near the sofa, is activated and the lights in the same room are on, turn on the TV and change the color of the lights in the living room to yellow;student2021-10;tv e luci
1207;408;technology/appliance/@door;entrance;doorsensor;condition;equal;rule;CLOSE;entrance-doorsensor;If the main door is not closed between 00:00 and 06:00 then the alarm must be activated and all the lights in the house must be switched on;student2021-10;allarme porta
1208;408;notificationMode;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;alarms-notificationmode;If the main door is not closed between 00:00 and 06:00 then the alarm must be activated and all the lights in the house must be switched on;student2021-10;allarme porta
1209;408;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-alllight;If the main door is not closed between 00:00 and 06:00 then the alarm must be activated and all the lights in the house must be switched on;student2021-10;allarme porta
1210;409;user/positionOutside/@outSidePosition;test-user;outsideposition;event;equal;and;OFFICE;test-user-outsideposition;When the user is away from home, in the office, and if the main lights in the living room are on, turn off the lights and send a text message to the user reminding him that he has forgotten the lights on;student2021-10;luci accese
1211;409;technology/light/@state;light;state;condition;equal;rule;ON;light-state;When the user is away from home, in the office, and if the main lights in the living room are on, turn off the lights and send a text message to the user reminding him that he has forgotten the lights on;student2021-10;luci accese
1212;409;applianceState/LivingRoom/lightColor;livingroom;hue color light living room;action;OPERATOR;NEXTOPERATOR;update:lightColor;livingroom-hue color light living room;When the user is away from home, in the office, and if the main lights in the living room are on, turn off the lights and send a text message to the user reminding him that he has forgotten the lights on;student2021-10;luci accese
1213;409;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;"""hai dimenticato le luci accese""";reminders-reminders;When the user is away from home, in the office, and if the main lights in the living room are on, turn off the lights and send a text message to the user reminding him that he has forgotten the lights on;student2021-10;luci accese
1214;410;technology/appliance/@door;entrance;doorsensor;event;equal;rule;OPEN;entrance-doorsensor;When the front door is opened, send me a notification saying 'The front door has been opened';student2021-11;Regola 1
1215;410;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The front door has been opened;reminders-reminders;When the front door is opened, send me a notification saying 'The front door has been opened';student2021-11;Regola 1
1216;411;environment/sensors/@humidity;bathroom;humidity;event;morethen;and;70;bathroom-humidity;When the humidity in the bathroom becomes greater than 70% and the bathroom window is closed, open the bathroom window;student2021-11;Regola 3
1217;411;environment/sensors/@windowSensor;bathroom;windowsensor;condition;equal;rule;CLOSE;bathroom-windowsensor;When the humidity in the bathroom becomes greater than 70% and the bathroom window is closed, open the bathroom window;student2021-11;Regola 3
1218;411;applianceState/bathroom/window;bathroom;window;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;bathroom-window;When the humidity in the bathroom becomes greater than 70% and the bathroom window is closed, open the bathroom window;student2021-11;Regola 3
1219;412;environment/weather/currentWeather/@outdoorCondition;currentweather;outdoorcondition;condition;equal;and;THUNDERSTORM;currentweather-outdoorcondition;If there is a storm outside and the television is on, turn off the television and turn off all the lights in the house;student2021-11;Regola 4
1220;412;technology/device/@state;tv;state;condition;equal;rule;ON;tv-state;If there is a storm outside and the television is on, turn off the television and turn off all the lights in the house;student2021-11;Regola 4
1221;412;devices/tv/@state;devices;tv;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;devices-tv;If there is a storm outside and the television is on, turn off the television and turn off all the lights in the house;student2021-11;Regola 4
1222;412;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-alllight;If there is a storm outside and the television is on, turn off the television and turn off all the lights in the house;student2021-11;Regola 4
1223;413;technology/appliance/@door;entrance;doorsensor;condition;equal;rule;CLOSE;entrance-doorsensor;If the main door is not closed between midnight and eight in the morning, set on the alarm and turn on the lights in the bedroom.;student2021-11;Regola 2
1224;413;notificationMode;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;alarms-notificationmode;If the main door is not closed between midnight and eight in the morning, set on the alarm and turn on the lights in the bedroom.;student2021-11;Regola 2
1225;413;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;bedroom-hue color light bedroom;If the main door is not closed between midnight and eight in the morning, set on the alarm and turn on the lights in the bedroom.;student2021-11;Regola 2
1226;414;XPATH;relativeposition;typeofproximity;event;outside;NEXTOPERATOR;house;relativeposition-typeofproximity;When I am away from home and the heating system is on, turn off the heating system and send me a notification saying 'Heating off';student2021-11;Regola 5
1227;414;technology/appliance/@state;heating system;state;condition;equal;rule;ON;heating system-state;When I am away from home and the heating system is on, turn off the heating system and send me a notification saying 'Heating off';student2021-11;Regola 5
1228;414;applianceState/all/@heating;home;heating;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-heating;When I am away from home and the heating system is on, turn off the heating system and send me a notification saying 'Heating off';student2021-11;Regola 5
1229;414;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Heating off;reminders-reminders;When I am away from home and the heating system is on, turn off the heating system and send me a notification saying 'Heating off';student2021-11;Regola 5
1230;415;technology/device/@state;wi fi;state;event;equal;rule;OFF;wi fi-state;When the wifi goes out send me a message to warn me and to remind me to check the internet connection;student2021-12;Regola1
1231;415;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Wifi is off! Check the internet connection;reminders-reminders;When the wifi goes out send me a message to warn me and to remind me to check the internet connection;student2021-12;Regola1
